Voxel51__hard-hat-detection/data/hard_hat_workers103.png	175207	1789680215.1361203250
Voxel51__hard-hat-detection/data/hard_hat_workers1030.png	256602	1789680215.2481204510
Voxel51__hard-hat-detection/data/hard_hat_workers1032.png	209370	1789680215.5201207550
Voxel51__hard-hat-detection/data/hard_hat_workers1033.png	419218	1789680215.5481207860
Voxel51__hard-hat-detection/data/hard_hat_workers1036.png	293595	1789680216.0801213830
Voxel51__hard-hat-detection/data/hard_hat_workers107.png	225265	1789680220.2561261770
Voxel51__hard-hat-detection/data/hard_hat_workers104.png	172291	1789680216.3041216360
Voxel51__hard-hat-detection/data/hard_hat_workers1595.png	271695	1789680287.3922266900
Voxel51__hard-hat-detection/data/hard_hat_workers1041.png	270440	1789680216.5321218940
Voxel51__hard-hat-detection/data/hard_hat_workers1513.png	227603	1789680276.7122078600
Voxel51__hard-hat-detection/data/hard_hat_workers1040.png	293661	1789680216.6481220250
Voxel51__hard-hat-detection/data/hard_hat_workers1511.png	258989	1789680276.8322080660
Voxel51__hard-hat-detection/data/hard_hat_workers1043.png	161135	1789680216.8201222200
Voxel51__hard-hat-detection/data/hard_hat_workers1046.png	365734	1789680217.0241224510
Voxel51__hard-hat-detection/data/hard_hat_workers1044.png	285054	1789680217.0921225280
Voxel51__hard-hat-detection/data/hard_hat_workers1069.png	248892	1789680220.2721261950
Voxel51__hard-hat-detection/data/hard_hat_workers1070.png	291377	1789680220.2841262090
Voxel51__hard-hat-detection/data/hard_hat_workers1072.png	200221	1789680220.6961266920
Voxel51__hard-hat-detection/data/hard_hat_workers1071.png	230642	1789680220.8401268610
Voxel51__hard-hat-detection/data/hard_hat_workers1075.png	262342	1789680220.9161269500
Voxel51__hard-hat-detection/data/hard_hat_workers1073.png	274038	1789680220.9641270070
Voxel51__hard-hat-detection/data/hard_hat_workers1074.png	199892	1789680220.9961270440
Voxel51__hard-hat-detection/data/hard_hat_workers1078.png	119020	1789680221.0401270950
Voxel51__hard-hat-detection/data/hard_hat_workers1077.png	267596	1789680221.0601271190
Voxel51__hard-hat-detection/data/hard_hat_workers1076.png	287788	1789680221.0641271240
Voxel51__hard-hat-detection/data/hard_hat_workers1079.png	259179	1789680221.3321274410
Voxel51__hard-hat-detection/data/hard_hat_workers1081.png	180393	1789680221.5321276770
Voxel51__hard-hat-detection/data/hard_hat_workers1080.png	258195	1789680221.8521280550
Voxel51__hard-hat-detection/data/hard_hat_workers108.png	267607	1789680221.9721281970
Voxel51__hard-hat-detection/data/hard_hat_workers1083.png	227170	1789680222.1721284350
Voxel51__hard-hat-detection/data/hard_hat_workers1087.png	266400	1789680222.2761285590
Voxel51__hard-hat-detection/data/hard_hat_workers1085.png	279294	1789680222.2881285740
Voxel51__hard-hat-detection/data/hard_hat_workers1088.png	310617	1789680222.3441286400
